worker_id,name,skill_set,experience_level,availability,health_status,past_performance,job_sites,productivity_score
1038,Jennifer Martinez,Plumbing,Advanced,Unavailable,Minor Issues,7,G,6.72
1039,Amy Schultz,Landscaping,Beginner,Unavailable,Major Issues,1,E,0.4
1040,Mary Ramirez,Carpentry,Beginner,Available,Major Issues,7,J,2.8
1041,Eric Schneider,Plumbing,Advanced,Available,Major Issues,6,H,3.6
1042,Lisa Welch,Electrical,Advanced,Available,Major Issues,7,E,4.2
1043,Karen Barnes,Painting,Advanced,Unavailable,Major Issues,3,H,1.8
1044,Reginald Black,Landscaping,Intermediate,Available,Minor Issues,10,A,8.0
1045,Andrew Murphy,Electrical,Intermediate,Unavailable,Major Issues,8,F,4.0
1046,Michael Nelson,Painting,Advanced,Available,Healthy,8,D,9.6
1047,Sean Andrews,Landscaping,Intermediate,Available,Major Issues,5,C,2.5
1048,Makayla Lane,Painting,Intermediate,Unavailable,Healthy,2,D,2.0
1049,Sarah Ramirez,Carpentry,Beginner,Unavailable,Healthy,5,D,4.0
1050,Jason Gilbert,Plumbing,Advanced,Unavailable,Healthy,1,I,1.2
1051,Bruce Perry,Electrical,Advanced,Unavailable,Major Issues,3,A,1.8
1052,Michelle Sullivan,Landscaping,Advanced,Available,Minor Issues,3,I,2.88
1053,Heidi Martin,Roofing,Advanced,Unavailable,Major Issues,3,I,1.8
1054,Joseph Dawson,Landscaping,Advanced,Available,Minor Issues,2,H,1.92
1055,Deborah Clark,Landscaping,Intermediate,Available,Minor Issues,4,C,3.2
1056,Amber Mendoza,Drywall,Advanced,Available,Minor Issues,1,I,0.96
1057,Kim Francis,Plumbing,Advanced,Available,Major Issues,5,E,3.0
1058,Heather Clark,Drywall,Advanced,Available,Healthy,6,G,7.2
1059,Robert Booker,Roofing,Advanced,Unavailable,Healthy,7,C,8.4
1060,Sandra Burton,Carpentry,Beginner,Available,Minor Issues,5,G,3.2
1061,Jonathan Berry,HVAC,Beginner,Unavailable,Minor Issues,8,H,5.12
1062,William Thomas,Roofing,Beginner,Available,Major Issues,1,H,0.4
1063,Steven Pham,Carpentry,Intermediate,Unavailable,Major Issues,1,D,0.5
1064,Wendy Nguyen,Electrical,Beginner,Available,Healthy,3,A,2.4
1065,Jennifer Lopez,Painting,Beginner,Available,Healthy,2,E,1.6
1066,Cole Ortiz,Painting,Advanced,Unavailable,Healthy,4,H,4.8
1067,Cassandra Wise,HVAC,Intermediate,Unavailable,Healthy,8,B,8.0
1068,Natalie Shaw,Drywall,Intermediate,Unavailable,Healthy,2,C,2.0
1069,Lisa Garrison,Flooring,Advanced,Available,Healthy,10,D,12.0
1070,Benjamin West,Electrical,Intermediate,Unavailable,Minor Issues,8,A,6.4
1071,Nicholas Figueroa,Heavy Machinery Operation,Beginner,Available,Major Issues,2,F,0.8
1072,Cameron House,Plumbing,Advanced,Unavailable,Minor Issues,2,G,1.92
1073,Austin Moore,Carpentry,Beginner,Available,Minor Issues,3,C,1.92
1074,Patrick Donaldson,Flooring,Advanced,Available,Major Issues,3,D,1.8
1075,Phillip Williams,Heavy Machinery Operation,Intermediate,Unavailable,Healthy,2,I,2.0
1076,Julie Smith,Plumbing,Intermediate,Unavailable,Minor Issues,9,D,7.2
1077,Cameron Orozco,Roofing,Beginner,Available,Healthy,9,F,7.2
1078,Mark Clark,Heavy Machinery Operation,Advanced,Unavailable,Healthy,1,B,1.2
1079,Anthony Henry,Electrical,Advanced,Available,Minor Issues,9,C,8.64
1080,Danielle Hogan,Roofing,Beginner,Available,Healthy,2,A,1.6
1081,David Mack,Electrical,Intermediate,Available,Healthy,5,H,5.0
1082,Sophia Fox,Heavy Machinery Operation,Intermediate,Unavailable,Minor Issues,9,F,7.2
1083,Christopher Shepherd,Electrical,Beginner,Unavailable,Major Issues,7,F,2.8
1084,Mary Benson,HVAC,Advanced,Unavailable,Healthy,4,G,4.8
1085,Kimberly Waters,Landscaping,Intermediate,Unavailable,Minor Issues,10,J,8.0
1086,Glenn Smith,Roofing,Intermediate,Available,Minor Issues,8,H,6.4
1087,Alexis Yang,Electrical,Beginner,Available,Healthy,9,D,7.2
1088,Jessica Burton,HVAC,Intermediate,Unavailable,Healthy,8,A,8.0
1089,Tasha Combs,Roofing,Beginner,Unavailable,Minor Issues,3,H,1.92
1090,Michael Wilkins,Roofing,Beginner,Unavailable,Minor Issues,5,I,3.2
1091,Dr. Daniel Stewart MD,Heavy Machinery Operation,Beginner,Available,Minor Issues,9,G,5.76
1092,Michael Hall,Painting,Beginner,Available,Minor Issues,3,G,1.92
1093,Jessica Norris,Roofing,Advanced,Unavailable,Minor Issues,9,C,8.64
1094,Theresa Ford,HVAC,Intermediate,Unavailable,Major Issues,7,I,3.5
1095,Billy Parrish,Landscaping,Intermediate,Available,Healthy,5,I,5.0
1096,Katie Martin,Heavy Machinery Operation,Advanced,Unavailable,Healthy,10,J,12.0
1097,Megan Shaw,Electrical,Intermediate,Unavailable,Healthy,3,J,3.0
1098,Richard Hicks,Carpentry,Intermediate,Available,Healthy,5,F,5.0
1099,Julie Harris,Roofing,Beginner,Available,Major Issues,4,B,1.6
1100,Megan Luna,HVAC,Intermediate,Unavailable,Minor Issues,6,J,4.8
1101,Brian Powers,Plumbing,Advanced,Unavailable,Minor Issues,9,F,8.64
1102,Sharon Rivera,Carpentry,Intermediate,Unavailable,Minor Issues,3,G,2.4
1103,Glenn Rogers,Painting,Beginner,Available,Major Issues,4,E,1.6
1104,Alan Galloway,Roofing,Beginner,Unavailable,Major Issues,3,A,1.2
1105,Matthew Jacobs,Painting,Advanced,Unavailable,Minor Issues,10,B,9.6
1106,Kim Williams,Painting,Advanced,Unavailable,Major Issues,10,J,6.0
1107,Hannah Vance,Plumbing,Beginner,Unavailable,Minor Issues,7,F,4.48
1108,Chelsea Johnson,Heavy Machinery Operation,Beginner,Available,Healthy,3,H,2.4
1109,Linda Johnson,HVAC,Intermediate,Unavailable,Major Issues,3,H,1.5
1110,Brian Mack,Electrical,Advanced,Unavailable,Minor Issues,1,C,0.96
1111,Jonathan Monroe II,Flooring,Advanced,Available,Major Issues,4,H,2.4
1112,Christina Joyce,Roofing,Beginner,Available,Major Issues,7,A,2.8
1113,Terry Burns,Electrical,Advanced,Unavailable,Major Issues,10,G,6.0
1114,Jeremy Medina,Carpentry,Beginner,Unavailable,Healthy,10,I,8.0
1115,William Walker,Flooring,Advanced,Unavailable,Healthy,3,A,3.6
1116,Beth Clayton,Drywall,Intermediate,Unavailable,Major Issues,3,I,1.5
1117,Annette Davis,Drywall,Beginner,Unavailable,Minor Issues,1,I,0.64
1118,Erica Faulkner,Drywall,Beginner,Available,Healthy,7,H,5.6
1119,Dawn Hill DVM,HVAC,Beginner,Unavailable,Major Issues,2,F,0.8
1120,Seth Garcia,Drywall,Beginner,Unavailable,Healthy,9,F,7.2
1121,Erika Evans,Roofing,Beginner,Available,Minor Issues,4,J,2.56
1122,Claudia Brooks,Landscaping,Intermediate,Available,Healthy,4,I,4.0
1123,Christine Chambers,Landscaping,Intermediate,Unavailable,Major Issues,6,G,3.0
1124,Trevor Henderson,Carpentry,Advanced,Unavailable,Healthy,1,D,1.2
1125,Joseph Mitchell,Painting,Advanced,Available,Minor Issues,1,C,0.96
1126,Amanda Martin,Plumbing,Intermediate,Unavailable,Major Issues,6,E,3.0
1127,Laura Hamilton,Electrical,Intermediate,Unavailable,Major Issues,4,I,2.0
1128,Sarah Kelley,Heavy Machinery Operation,Advanced,Unavailable,Healthy,1,E,1.2
1129,Jared Hill,Drywall,Beginner,Available,Healthy,6,C,4.8
1130,April Bolton,Flooring,Advanced,Available,Minor Issues,3,I,2.88
1131,Anthony Cook,Drywall,Intermediate,Unavailable,Healthy,2,I,2.0
1132,Joseph Anderson,Painting,Beginner,Unavailable,Healthy,3,C,2.4
1133,Erin Garza,Heavy Machinery Operation,Intermediate,Unavailable,Major Issues,5,D,2.5
1134,Katie Brown,Carpentry,Intermediate,Available,Healthy,2,D,2.0
1135,David Lawrence,Landscaping,Advanced,Unavailable,Minor Issues,1,B,0.96
1136,Nicole Mcdonald,Electrical,Advanced,Available,Major Issues,10,A,6.0
1137,Hannah Thompson,Landscaping,Beginner,Available,Major Issues,10,G,4.0
1138,Alexandra Mckay,Electrical,Advanced,Unavailable,Major Issues,4,D,2.4
1139,Gary Thomas,Electrical,Advanced,Available,Healthy,7,A,8.4
1140,Pamela Flores,HVAC,Advanced,Unavailable,Minor Issues,7,A,6.72
1141,Jessica Sosa,Plumbing,Beginner,Unavailable,Major Issues,1,I,0.4
1142,Nicholas Turner,Drywall,Beginner,Unavailable,Major Issues,4,G,1.6
1143,Scott Robertson,Flooring,Intermediate,Unavailable,Major Issues,8,F,4.0
1144,Carly Valdez,Plumbing,Beginner,Unavailable,Major Issues,7,B,2.8
1145,Amanda Moore,Electrical,Beginner,Unavailable,Healthy,10,A,8.0
1146,Philip Rodriguez,Landscaping,Advanced,Unavailable,Minor Issues,5,B,4.8
1147,Matthew Robinson,Drywall,Intermediate,Available,Major Issues,10,E,5.0
1148,James Johnson,Painting,Beginner,Available,Healthy,9,H,7.2
1149,Stefanie Lee,Plumbing,Intermediate,Unavailable,Minor Issues,2,J,1.6
1150,Dawn Reeves,Landscaping,Advanced,Unavailable,Major Issues,7,F,4.2
1151,Ricky Vaughan,Heavy Machinery Operation,Intermediate,Unavailable,Minor Issues,8,H,6.4
1152,Charles Weber,Painting,Beginner,Available,Minor Issues,1,C,0.64
1153,Gregory Taylor,Painting,Advanced,Unavailable,Major Issues,9,F,5.4
1154,Teresa Roman,Plumbing,Intermediate,Unavailable,Healthy,9,I,9.0
1155,Angelica Stout,Heavy Machinery Operation,Intermediate,Unavailable,Major Issues,9,G,4.5
1156,Bryan Harmon,Flooring,Advanced,Unavailable,Minor Issues,4,C,3.84
1157,Melissa Burke,Painting,Advanced,Available,Healthy,3,F,3.6
1158,Cynthia Lyons,Heavy Machinery Operation,Advanced,Available,Healthy,7,A,8.4
1159,Adam Wiley,Electrical,Beginner,Unavailable,Minor Issues,5,I,3.2
1160,Benjamin Olsen,Flooring,Beginner,Unavailable,Healthy,8,F,6.4
1161,Brittney Oliver,Drywall,Beginner,Unavailable,Major Issues,2,H,0.8
1162,Jason Sullivan,Heavy Machinery Operation,Advanced,Available,Minor Issues,8,F,7.68
1163,Barbara Brown,Carpentry,Advanced,Unavailable,Minor Issues,1,B,0.96
1164,Katherine Austin,Flooring,Intermediate,Available,Major Issues,1,H,0.5
1165,Christopher Wolfe,Flooring,Intermediate,Unavailable,Major Issues,2,H,1.0
1166,Grace Conway,Painting,Beginner,Available,Major Issues,2,D,0.8
1167,Mrs. Mary Knight,HVAC,Beginner,Unavailable,Minor Issues,7,A,4.48
1168,Angela Dean,Flooring,Intermediate,Unavailable,Healthy,6,G,6.0
1169,Anthony Velazquez Jr.,HVAC,Beginner,Available,Healthy,8,H,6.4
1170,Matthew Collier,Painting,Intermediate,Available,Healthy,3,A,3.0
1171,Matthew Rodriguez,Landscaping,Beginner,Unavailable,Minor Issues,8,H,5.12
1172,Mary Collins,Electrical,Intermediate,Available,Minor Issues,7,H,5.6
1173,Jacob White,Landscaping,Intermediate,Unavailable,Minor Issues,6,E,4.8
1174,Melissa Anderson,Roofing,Advanced,Unavailable,Minor Issues,2,F,1.92
1175,Jennifer Lewis,Heavy Machinery Operation,Advanced,Unavailable,Healthy,8,J,9.6
1176,Andrew Barker,Roofing,Advanced,Available,Healthy,6,G,7.2
1177,Stephen Washington,Painting,Beginner,Unavailable,Major Issues,2,I,0.8
1178,Jessica Chapman,HVAC,Advanced,Available,Major Issues,3,E,1.8
1179,Walter Johnson,Roofing,Beginner,Unavailable,Minor Issues,2,A,1.28
1180,Tammy Paul,Roofing,Beginner,Unavailable,Major Issues,2,C,0.8
1181,Craig Williamson,Carpentry,Advanced,Available,Minor Issues,1,J,0.96
1182,Karina Warner,Flooring,Beginner,Unavailable,Healthy,6,D,4.8
1183,Carolyn Miller,Carpentry,Intermediate,Available,Major Issues,7,D,3.5
1184,Daniel Williams,Painting,Beginner,Available,Minor Issues,3,D,1.92
1185,Melanie Brady,Painting,Beginner,Available,Healthy,1,G,0.8
1186,Ryan Vang,Plumbing,Intermediate,Unavailable,Healthy,6,G,6.0
1187,Glenn Paul,Landscaping,Advanced,Available,Major Issues,6,C,3.6
1188,Douglas Walker,Flooring,Advanced,Unavailable,Healthy,10,H,12.0
1189,Molly Reynolds,Heavy Machinery Operation,Beginner,Unavailable,Minor Issues,8,A,5.12
1190,Barry Hartman,Flooring,Intermediate,Unavailable,Minor Issues,3,C,2.4
1191,Rebecca King,Landscaping,Advanced,Available,Healthy,7,A,8.4
1192,Evan Kelly,Plumbing,Advanced,Available,Healthy,9,D,10.8
1193,Pamela Stout,Flooring,Intermediate,Unavailable,Minor Issues,6,E,4.8
1194,Adam Hinton,Electrical,Beginner,Available,Healthy,1,E,0.8
1195,Kevin Garcia,HVAC,Advanced,Available,Minor Issues,5,J,4.8
1196,Virginia Rivas,Heavy Machinery Operation,Intermediate,Unavailable,Minor Issues,1,G,0.8
1197,Brittney Lewis,HVAC,Intermediate,Unavailable,Major Issues,1,G,0.5
1198,Francisco Mueller,HVAC,Beginner,Unavailable,Major Issues,8,C,3.2
1199,David Mcdowell,Painting,Advanced,Available,Major Issues,1,G,0.6
1200,George Sullivan,Flooring,Beginner,Unavailable,Major Issues,10,H,4.0
1201,Samantha Thomas,Drywall,Advanced,Available,Healthy,3,I,3.6
1202,Kathleen Donovan,Plumbing,Beginner,Unavailable,Major Issues,2,F,0.8
1203,Ronnie Hogan,Roofing,Advanced,Unavailable,Healthy,8,I,9.6
1204,Fred Mcmahon,HVAC,Intermediate,Available,Major Issues,3,D,1.5
1205,Phillip Love,Roofing,Advanced,Unavailable,Major Issues,9,H,5.4
1206,Kim Fisher,Plumbing,Advanced,Unavailable,Healthy,3,B,3.6
1207,Scott Suarez Jr.,Heavy Machinery Operation,Advanced,Unavailable,Major Issues,1,A,0.6
1208,Randy Meyer,Painting,Beginner,Unavailable,Major Issues,7,I,2.8
1209,Karen Tate,Flooring,Beginner,Available,Healthy,5,C,4.0
1210,Jason Moran,Drywall,Intermediate,Available,Minor Issues,7,C,5.6
1211,Tracy Brown,Painting,Beginner,Available,Healthy,6,C,4.8
1212,Lauren Lowe,Electrical,Advanced,Unavailable,Major Issues,7,B,4.2
1213,Matthew Bernard DDS,Landscaping,Beginner,Unavailable,Healthy,2,E,1.6
1214,Jonathan Scott,Carpentry,Intermediate,Available,Healthy,8,J,8.0
1215,Monica Anderson,HVAC,Intermediate,Unavailable,Major Issues,7,J,3.5
1216,Gregory Brown,Electrical,Intermediate,Available,Minor Issues,3,H,2.4
1217,Mark Stewart,Electrical,Advanced,Unavailable,Healthy,7,G,8.4
1218,Tracy Miller,Carpentry,Intermediate,Unavailable,Minor Issues,10,H,8.0
1219,Lisa Lin,HVAC,Advanced,Available,Minor Issues,6,J,5.76
1220,Kim Harris,Landscaping,Intermediate,Available,Major Issues,2,C,1.0
1221,Robert Morris,Carpentry,Intermediate,Unavailable,Healthy,7,I,7.0
1222,Wendy Clark,Carpentry,Intermediate,Unavailable,Minor Issues,10,A,8.0
1223,Debbie Taylor,Electrical,Beginner,Unavailable,Major Issues,6,D,2.4
1224,Sean Gordon,Flooring,Intermediate,Available,Minor Issues,4,E,3.2
1225,Albert Lester,Heavy Machinery Operation,Beginner,Unavailable,Major Issues,7,C,2.8
1226,Mr. Philip Dickson,Carpentry,Beginner,Unavailable,Minor Issues,5,F,3.2
1227,Antonio Sanders,HVAC,Beginner,Available,Major Issues,3,C,1.2
1228,Kristin Lee,Electrical,Intermediate,Unavailable,Healthy,7,B,7.0
1229,Misty Anderson,HVAC,Advanced,Unavailable,Minor Issues,10,F,9.6
1230,Rebecca Rhodes,Flooring,Intermediate,Available,Major Issues,8,A,4.0
1231,Valerie Tran,Carpentry,Intermediate,Available,Minor Issues,8,C,6.4
1232,Vanessa Flores,Heavy Machinery Operation,Beginner,Unavailable,Healthy,1,B,0.8
1233,Manuel Lewis,Painting,Beginner,Unavailable,Healthy,7,B,5.6
1234,Ethan Evans,Carpentry,Beginner,Unavailable,Major Issues,7,A,2.8
1235,Barbara Lewis,Landscaping,Beginner,Unavailable,Major Issues,3,A,1.2
1236,Erin Jones,Carpentry,Advanced,Available,Major Issues,10,F,6.0
1237,Patrick Bates,Roofing,Intermediate,Available,Healthy,5,H,5.0
1238,Vickie Bray,Carpentry,Advanced,Available,Minor Issues,6,G,5.76
1239,Steven Khan,Carpentry,Beginner,Available,Major Issues,2,A,0.8
1240,Christopher Flores,Flooring,Beginner,Available,Minor Issues,1,C,0.64
1241,Robert Lowery,Electrical,Beginner,Unavailable,Healthy,6,H,4.8
1242,April Harris,Electrical,Intermediate,Available,Major Issues,1,G,0.5
1243,Brittany Jones,Drywall,Advanced,Available,Minor Issues,8,F,7.68
1244,Melissa Adams,Electrical,Beginner,Available,Minor Issues,8,J,5.12
1245,Anthony Fox,Plumbing,Advanced,Unavailable,Healthy,10,B,12.0
1246,Denise Barrera,Flooring,Beginner,Unavailable,Minor Issues,1,B,0.64
1247,Leslie Middleton,Drywall,Intermediate,Unavailable,Major Issues,10,B,5.0
1248,Shannon Harris,Landscaping,Advanced,Unavailable,Major Issues,3,D,1.8
1249,Robin Smith,Carpentry,Beginner,Unavailable,Healthy,9,D,7.2
1250,Brittney Pierce,Heavy Machinery Operation,Beginner,Unavailable,Major Issues,2,I,0.8
1251,Alicia Sosa,Drywall,Advanced,Available,Healthy,2,E,2.4
1252,Taylor Jordan,Painting,Intermediate,Available,Major Issues,10,B,5.0
1253,Tamara Dawson,Landscaping,Intermediate,Unavailable,Healthy,4,E,4.0
1254,James Harrison,Flooring,Beginner,Unavailable,Minor Issues,1,C,0.64
1255,Rebecca Garcia,Heavy Machinery Operation,Intermediate,Available,Minor Issues,8,H,6.4
1256,Mr. Christopher Weber MD,Carpentry,Beginner,Unavailable,Healthy,1,H,0.8
1257,Alexander Castillo,HVAC,Advanced,Unavailable,Minor Issues,2,J,1.92
1258,Luis Rubio,Electrical,Beginner,Unavailable,Major Issues,4,B,1.6
1259,Eric Jones MD,Flooring,Beginner,Unavailable,Major Issues,9,J,3.6
1260,Donna Schultz,Flooring,Advanced,Available,Minor Issues,3,D,2.88
1261,Deanna Espinoza,Carpentry,Intermediate,Available,Major Issues,5,E,2.5
1262,Bryan Cline,Flooring,Beginner,Available,Minor Issues,6,F,3.84
1263,Samantha Davidson,Landscaping,Beginner,Unavailable,Major Issues,1,J,0.4
1264,Cynthia Wilson,Landscaping,Advanced,Unavailable,Healthy,8,C,9.6
1265,Lisa Lewis,Plumbing,Intermediate,Available,Major Issues,3,F,1.5
1266,Mark Bennett,Plumbing,Intermediate,Unavailable,Major Issues,5,G,2.5
1267,Benjamin Reyes,Electrical,Intermediate,Unavailable,Minor Issues,9,F,7.2
1268,Justin Bridges,Carpentry,Advanced,Unavailable,Healthy,5,J,6.0
1269,Anthony Rodriguez,Electrical,Intermediate,Unavailable,Major Issues,1,D,0.5
1270,Andrea Russell,Heavy Machinery Operation,Intermediate,Available,Healthy,9,I,9.0
1271,Sabrina Hall,Plumbing,Advanced,Available,Major Issues,6,E,3.6
1272,Caitlin Kerr,Heavy Machinery Operation,Beginner,Available,Healthy,6,E,4.8
1273,Marvin Watson,Painting,Beginner,Available,Minor Issues,4,F,2.56
1274,Donna Hobbs,Roofing,Advanced,Available,Minor Issues,4,J,3.84
1275,Michele Jones,Landscaping,Advanced,Available,Major Issues,6,B,3.6
1276,Pamela Kirk,Landscaping,Advanced,Unavailable,Major Issues,7,F,4.2
1277,Paul Horton,Carpentry,Intermediate,Available,Minor Issues,5,A,4.0
1278,Nathaniel Pollard,HVAC,Beginner,Unavailable,Healthy,9,I,7.2
1279,Helen Mcmahon,Electrical,Advanced,Available,Major Issues,3,J,1.8
1280,Ryan Scott,Flooring,Intermediate,Available,Minor Issues,5,I,4.0
1281,Ryan White,Drywall,Advanced,Unavailable,Minor Issues,4,J,3.84
1282,Thomas Keller,Roofing,Advanced,Available,Major Issues,2,C,1.2
1283,Anne Jones,Drywall,Intermediate,Unavailable,Healthy,6,E,6.0
1284,Brittany Perry,Flooring,Advanced,Available,Major Issues,6,B,3.6
1285,Mary Valenzuela,Painting,Intermediate,Unavailable,Minor Issues,5,D,4.0
1286,Cassandra Washington,Landscaping,Intermediate,Unavailable,Minor Issues,9,I,7.2
1287,Dawn Holt,Carpentry,Intermediate,Unavailable,Major Issues,7,G,3.5
1288,Misty Lane,Carpentry,Beginner,Unavailable,Healthy,1,B,0.8
1289,Samuel Young,Flooring,Beginner,Unavailable,Minor Issues,9,F,5.76
1290,Ryan Estes,Plumbing,Advanced,Unavailable,Major Issues,5,A,3.0
1291,Theresa Hutchinson,Roofing,Intermediate,Unavailable,Minor Issues,2,G,1.6
1292,Mary Roberts,Flooring,Advanced,Available,Healthy,6,J,7.2
1293,Melissa Harvey,Roofing,Intermediate,Unavailable,Healthy,4,G,4.0
1294,Megan Clark,Heavy Machinery Operation,Intermediate,Unavailable,Major Issues,2,H,1.0
1295,Madeline Elliott,Flooring,Intermediate,Available,Minor Issues,9,F,7.2
1296,Dr. Jessica Pollard,Roofing,Intermediate,Available,Minor Issues,10,J,8.0
1297,Kimberly Todd,Heavy Machinery Operation,Beginner,Unavailable,Healthy,3,A,2.4
1298,Dana Sparks,HVAC,Beginner,Available,Minor Issues,3,G,1.92
1299,Allison Alvarado,Electrical,Advanced,Unavailable,Healthy,8,F,9.6
1300,Paul Valdez,Roofing,Advanced,Unavailable,Healthy,3,G,3.6
1301,Stacey Brown,Landscaping,Intermediate,Available,Minor Issues,8,F,6.4
1302,Anthony Meadows,Electrical,Beginner,Available,Major Issues,8,B,3.2
1303,Dale Harris,Flooring,Intermediate,Available,Major Issues,5,B,2.5
1304,Kristina Jones,Plumbing,Beginner,Available,Major Issues,6,F,2.4
1305,Michael Jones,Carpentry,Advanced,Available,Minor Issues,3,A,2.88
1306,David Chan,Drywall,Advanced,Available,Healthy,4,G,4.8
1307,Daniel Jenkins,Electrical,Intermediate,Unavailable,Minor Issues,2,C,1.6
1308,Faith Mitchell,Landscaping,Beginner,Available,Major Issues,7,B,2.8
1309,Matthew Mason,Heavy Machinery Operation,Beginner,Available,Minor Issues,1,F,0.64
1310,Gregory Perez,Drywall,Beginner,Unavailable,Major Issues,7,F,2.8
1311,Luis Bernard,Heavy Machinery Operation,Advanced,Unavailable,Healthy,7,I,8.4
1312,Jennifer James,Electrical,Intermediate,Available,Major Issues,2,I,1.0
1313,Ebony Singh,Electrical,Beginner,Available,Healthy,8,B,6.4
1314,Gilbert Cole,Electrical,Beginner,Unavailable,Major Issues,4,C,1.6
1315,Christina Patterson,HVAC,Advanced,Unavailable,Minor Issues,1,C,0.96
1316,Brittany Cox,Plumbing,Intermediate,Available,Major Issues,9,A,4.5
1317,Kelli Mccullough,Electrical,Intermediate,Available,Major Issues,9,B,4.5
1318,Jeffrey Hernandez,Painting,Advanced,Available,Healthy,1,H,1.2
1319,Judy Johnson,Painting,Advanced,Unavailable,Minor Issues,10,H,9.6
1320,Anna Hill,Flooring,Beginner,Unavailable,Major Issues,1,J,0.4
1321,David Brown,HVAC,Advanced,Available,Healthy,3,J,3.6
1322,Emily Williams,Drywall,Advanced,Available,Minor Issues,7,A,6.72
1323,Thomas Barnes,Electrical,Intermediate,Available,Major Issues,9,I,4.5
1324,Gregory Smith,Drywall,Intermediate,Unavailable,Healthy,5,G,5.0
1325,Lacey Small,Flooring,Beginner,Unavailable,Minor Issues,8,B,5.12
1326,Cheyenne Cruz,Landscaping,Beginner,Unavailable,Healthy,3,H,2.4
1327,Patrick Terry,Flooring,Beginner,Unavailable,Healthy,5,E,4.0
1328,Melissa Walters,Painting,Advanced,Unavailable,Major Issues,5,E,3.0
1329,Theresa Nguyen,Landscaping,Beginner,Available,Healthy,9,I,7.2
1330,Sarah Rangel,Carpentry,Beginner,Available,Minor Issues,1,G,0.64
1331,Haley Cook,Heavy Machinery Operation,Beginner,Available,Major Issues,9,F,3.6
1332,Jordan Buchanan,Roofing,Advanced,Available,Major Issues,8,H,4.8
1333,Anthony Cain,Flooring,Intermediate,Unavailable,Healthy,10,G,10.0
1334,Greg Walker,Heavy Machinery Operation,Advanced,Available,Healthy,6,D,7.2
1335,Jamie Ward,Heavy Machinery Operation,Intermediate,Unavailable,Minor Issues,7,C,5.6
1336,Scott Garner,Flooring,Beginner,Available,Healthy,7,J,5.6
1337,Sarah Adams,Carpentry,Intermediate,Unavailable,Minor Issues,1,H,0.8
1338,Michael Scott,Painting,Intermediate,Unavailable,Major Issues,8,E,4.0
1339,Jason Dixon MD,Drywall,Intermediate,Unavailable,Major Issues,5,H,2.5
1340,Ashlee Weaver,Landscaping,Advanced,Unavailable,Healthy,5,D,6.0
1341,Zachary Smith,Flooring,Beginner,Unavailable,Healthy,8,J,6.4
1342,Heather Hernandez,Roofing,Advanced,Unavailable,Major Issues,9,G,5.4
1343,Kimberly Kidd,Drywall,Intermediate,Available,Healthy,6,F,6.0
1344,Susan Young,Drywall,Intermediate,Unavailable,Healthy,6,G,6.0
1345,Joshua Hall,Plumbing,Advanced,Available,Healthy,9,B,10.8
1346,Brian Burnett,Heavy Machinery Operation,Beginner,Available,Minor Issues,10,A,6.4
1347,Paul Martin,Landscaping,Intermediate,Available,Minor Issues,8,A,6.4
1348,Brian Davis,Drywall,Intermediate,Available,Major Issues,5,F,2.5
1349,Paige Brown,Flooring,Intermediate,Available,Major Issues,9,F,4.5
1350,Matthew Rush,Roofing,Advanced,Available,Major Issues,2,G,1.2
1351,Todd Weiss,HVAC,Beginner,Available,Minor Issues,2,H,1.28
1352,Glen Long,Electrical,Intermediate,Unavailable,Healthy,2,F,2.0
1353,Alex Kline,Roofing,Intermediate,Unavailable,Healthy,9,E,9.0
1354,Jessica Peterson,Carpentry,Beginner,Unavailable,Healthy,9,A,7.2
1355,Jason Lee,Painting,Intermediate,Unavailable,Major Issues,8,I,4.0
1356,Joseph Wood,Heavy Machinery Operation,Beginner,Unavailable,Major Issues,4,C,1.6
1357,Tracy Long,Landscaping,Intermediate,Unavailable,Healthy,4,J,4.0
1358,Andrea Spencer,Painting,Beginner,Unavailable,Major Issues,8,D,3.2
1359,Mrs. Brenda Watson,Carpentry,Advanced,Available,Healthy,2,H,2.4
1360,Steven Reynolds,Carpentry,Advanced,Available,Healthy,2,D,2.4
1361,Deborah Cooper,Electrical,Advanced,Unavailable,Major Issues,3,C,1.8
1362,Evan Morse,Landscaping,Intermediate,Unavailable,Healthy,8,E,8.0
1363,Brooke Jefferson,Drywall,Intermediate,Unavailable,Healthy,1,D,1.0
1364,Joshua Bates,Electrical,Intermediate,Unavailable,Minor Issues,10,D,8.0
1365,Joel Rose,Carpentry,Intermediate,Available,Healthy,4,E,4.0
1366,John Pineda,Drywall,Advanced,Available,Major Issues,1,J,0.6
1367,Laura Roberts,Roofing,Advanced,Unavailable,Major Issues,5,I,3.0
1368,James Armstrong,Flooring,Beginner,Unavailable,Healthy,3,I,2.4
1369,Joshua Simpson,Carpentry,Beginner,Unavailable,Major Issues,3,I,1.2
1370,Elizabeth Donaldson,Landscaping,Beginner,Unavailable,Minor Issues,7,I,4.48
1371,Patricia Thomas,Drywall,Advanced,Unavailable,Minor Issues,8,B,7.68
1372,Joseph Ramsey,Heavy Machinery Operation,Beginner,Available,Minor Issues,1,C,0.64
1373,Victoria Franklin,Carpentry,Advanced,Unavailable,Healthy,4,E,4.8
1374,Tammy Stevenson,Roofing,Beginner,Available,Healthy,5,C,4.0
1375,Andrea Vaughn,Carpentry,Intermediate,Available,Healthy,8,E,8.0
